date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:25:35	9427/9427	---M--	200	added ('OK')	image/gif	etag:%225b3cd459-24d3%22	https://www.fige.psu.edu/wp-content/themes/divi/includes/builder/styles/images/preloader.gif	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/wp-content/themes/divi/includes/builder/styles/images/preloader.gif	(from https://www.fige.psu.edu/wp-content/themes/divi/style.css)
17:25:35	17119/17119	---M--	200	added ('OK')	image/png	etag:%225b3cd459-42df%22	https://www.fige.psu.edu/wp-content/themes/divi/epanel/shortcodes/images/shortcodes-sprite.png	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/wp-content/themes/divi/epanel/shortcodes/images/shortcodes-sprite.png	(from https://www.fige.psu.edu/wp-content/themes/divi/style.css)
17:25:36	2233/2233	---MC-	200	added ('OK')	application/json	date:Sat,%2014%20Sep%202019%2021:25:36%20GMT	https://www.fige.psu.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fige.psu.edu%2Fhome%2F	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/wp-json/oembed/1.0/embedf307.json	(from https://www.fige.psu.edu/home/)
17:25:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Sep%202019%2021:25:37%20GMT	https://www.fige.psu.edu/?p=53	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/index5fb3.html	(from https://www.fige.psu.edu/home/)
17:25:37	2330/2330	---MCZ	200	added ('OK')	text/xml	date:Sat,%2014%20Sep%202019%2021:25:37%20GMT	https://www.fige.psu.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fige.psu.edu%2Fhome%2F&format=xml	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/wp-json/oembed/1.0/embedae1b	(from https://www.fige.psu.edu/home/)
17:25:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Sep%202019%2021:25:37%20GMT	https://elegantthemesimages.com/images/premade/builder-blurbs-builder.jpg	C:/My%20Web%20Sites/fige-legacy-archive/elegantthemesimages.com/images/premade/builder-blurbs-builder.43.delayed	(from https://www.fige.psu.edu/home/)
17:25:38	15332/15332	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Dec%202014%2020:34:28%20GMT	https://www.elegantthemesimages.com/images/premade/builder-blurbs-builder.jpg	C:/My%20Web%20Sites/fige-legacy-archive/www.elegantthemesimages.com/images/premade/builder-blurbs-builder.jpg	(from https://www.fige.psu.edu/home/)
17:25:39	2268/2268	---MC-	200	added ('OK')	application/json	date:Sat,%2014%20Sep%202019%2021:25:39%20GMT	https://www.fige.psu.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fige.psu.edu%2Four-program%2F	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/wp-json/oembed/1.0/embeda09b.json	(from https://www.fige.psu.edu/our-program/)
17:25:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Sep%202019%2021:25:39%20GMT	https://www.fige.psu.edu/?p=131	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/indexd52d.html	(from https://www.fige.psu.edu/our-program/)
17:25:40	2365/2365	---MCZ	200	added ('OK')	text/xml	date:Sat,%2014%20Sep%202019%2021:25:40%20GMT	https://www.fige.psu.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fige.psu.edu%2Four-program%2F&format=xml	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/wp-json/oembed/1.0/embedd200	(from https://www.fige.psu.edu/our-program/)
17:25:41	229864/229864	---M--	200	added ('OK')	image/jpeg	etag:%220b2c0eceac4ac9c9f27738a888fd3539%22	https://www.fige.psu.edu/files/2017/10/14692183_10155383515964129_4126340457452914636_o-2dp4q1d.jpg	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/files/2017/10/14692183_10155383515964129_4126340457452914636_o-2dp4q1d.jpg	(from https://www.fige.psu.edu/our-program/)
17:25:41	82948/82948	---M--	200	added ('OK')	image/jpeg	etag:%2226e6afa72740b5c95a3c5d0eac0cff96%22	https://www.fige.psu.edu/files/2017/10/14938290_667088183458408_6794191738645596972_n-1j7zv9n.jpg	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/files/2017/10/14938290_667088183458408_6794191738645596972_n-1j7zv9n.jpg	(from https://www.fige.psu.edu/our-program/)
17:25:41	153318/153318	---M--	200	added ('OK')	image/jpeg	etag:%228f0f04151719729d79423186b2cf9e9e%22	https://www.fige.psu.edu/files/2018/08/30740993_10215822007762542_5222554247660306432_o-2bqt20v.jpg	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/files/2018/08/30740993_10215822007762542_5222554247660306432_o-2bqt20v.jpg	(from https://www.fige.psu.edu/our-program/)
17:25:41	210000/210000	---M--	200	added ('OK')	image/jpeg	etag:%22e9ab76ae6d8f22491e225fa75ea5a1d7%22	https://www.fige.psu.edu/files/2017/10/15042107_1237155413008385_6729105631363116037_o-pjdha5.jpg	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/files/2017/10/15042107_1237155413008385_6729105631363116037_o-pjdha5.jpg	(from https://www.fige.psu.edu/our-program/)
17:25:42	2255/2255	---MC-	200	added ('OK')	application/json	date:Sat,%2014%20Sep%202019%2021:25:42%20GMT	https://www.fige.psu.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fige.psu.edu%2Fevents%2F	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/wp-json/oembed/1.0/embed498c.json	(from https://www.fige.psu.edu/events/)
17:25:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Sep%202019%2021:25:42%20GMT	https://www.fige.psu.edu/?p=380	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/index0dc6.html	(from https://www.fige.psu.edu/events/)
17:25:49	2352/2352	---MCZ	200	added ('OK')	text/xml	date:Sat,%2014%20Sep%202019%2021:25:46%20GMT	https://www.fige.psu.edu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.fige.psu.edu%2Fevents%2F&format=xml	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/wp-json/oembed/1.0/embed1386	(from https://www.fige.psu.edu/events/)
17:25:49	288574/288574	---M--	200	added ('OK')	image/jpeg	etag:%22be96d572ff8c8f2c9e2acadb65171e7f%22	https://www.fige.psu.edu/files/2017/09/psucover1-16strx9.jpg	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/files/2017/09/psucover1-16strx9.jpg	(from https://www.fige.psu.edu/events/)
17:25:49	440935/440935	---M--	200	added ('OK')	image/jpeg	etag:%22f01df020129882c4f0f3c4c37011b65e%22	https://www.fige.psu.edu/files/2017/11/Ana-tovm20.jpg	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/files/2017/11/Ana-tovm20.jpg	(from https://www.fige.psu.edu/our-team/)
17:25:50	1584668/1584668	---M--	200	added ('OK')	image/jpeg	etag:%22ba255ba0f45930632a665332c1639533%22	https://www.fige.psu.edu/files/2017/11/Emily-1cp9o7n.jpg	C:/My%20Web%20Sites/fige-legacy-archive/www.fige.psu.edu/files/2017/11/Emily-1cp9o7n.jpg	(from https://www.fige.psu.edu/our-team/)
